Abyss | Description | Abysses are interactable objects in instances which spawns cracks and pits that spawn monsters. They can spawn from Act 6 onwards. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any map area.
Avoidance | Mechanic avoidance | 100% ailment avoidance against non-damaging ailments also prevents the corresponding type of ground effect from affecting the target ( Chilled Ground , Shocked Ground , Scorched Ground, Brittle Ground, and Sapped Ground). This does not affect Burning Ground and Desecrated Ground as they are not considered ignite or poison respectively.
Avoidance | Mechanic avoidance | Other forms of mechanic avoidance include chance to avoid Blind , Impale , knockback , or stun. These follow the same rules as ailment avoidance. (The stun-specific #% chance to Ignore Stuns stat is effectively avoidance, as it ignores stun for all purposes, though it is not additive with #% chance to Avoid being Stunned.)
Avoidance | Pantheon | Several Gods provide chances to avoid varying types of damage and/or effects.
Avoidance | Helmets | No results found
Avoidance | Monsters | Magic monsters have a 50% chance to avoid fleeing.
Avoidance | Base Items | The following list excludes items that grant full immunity:
Avoidance | Masteries | The following Masteries are related to Avoidance:
Avoidance | Cluster Jewel passive skills | The following Cluster Jewel passives are related to Avoidance:
Avoidance | Ascendancy passive skills | No results found for the given query.
Banner | Description | Banner skills are a sub-class of skills that can be manually activated to consume all Valour and place down a banner that provides an aura. The effect and radius of the Banner aura scales with the amount of Valour consumed. Valour is typically gained from melee combat.
Banner | Mechanics | Activating a Banner skill will place down that Banner in your current position, granting an aura to allies around it. Moving out the Banner's radius or activating the skill again will remove the Banner.
Banner | Mechanics | A player is not inherently limited to 1 Banner. While the use of multiple Banners is usually prevented by While you have no placed Banner, you can gain Valour , this may be circumvented with Having a placed Banner does not prevent you gaining Valour on e.g. Perfidy or Worthy Causes.
Banner | Mechanics | Similar to Plague Bearer , Banners cannot be triggered except by Automation. Automation will place a Banner if at least 1 Valour is available, then end the placement once off cooldown.
Banner | Valour | Valour is a counter that increases under certain conditions while you have a Banner skill which augments the power of those skills. Valour is a counter on the character and is shared between all skills that care about Valour. [1] Valour normally cannot be gained while a Banner is placed.
Banner | Valour | By default, players gain 1 Valour on melee kill, or on melee hit against Rare or Unique enemies, no more than once every 0.5 seconds, up to a maximum of 50.
Banner | Related unique items | The following unique items are related to Banner skills:
Banner | Passive skills | The following passive skills are related to Banners:
Banner | Ascendancy passive skills | The following Ascendancy passive skills are related to Banners:
Banner | Masteries | The following Masteries are related to Banners:
Beastcrafting | Description | Beastcrafting is a method of crafting by sacrificing beasts to the blood altar in the Menagerie. Each beastcrafting recipe requires four beasts to be sacrificed, with most of them requiring one or two specific Red Beast, and the rest any Rare Beast. The four chosen beasts are released into the arena surrounding the blood altar and must be killed to complete the recipe. If the player dies during the attempt, the recipe fails and the beasts are lost.
Beastcrafting | Description | If an item is created, the resulting item level is equal to the level of the main beast sacrificed. Recipes that create unique items cannot generate drop-restricted items. The recipes that either "Add a Prefix, Remove a Random Suffix" or "Add a Suffix, Remove a Random Prefix" use the beast's level to determine the modifiers it can add, ignoring the item's actual item level. Other recipes that add modifiers use the item's item level as usual.
Beastcrafting | List of beast recipes | The table below displays the resulting crafts when sacrificing to the blood altar.
Beastcrafting | Special beast recipes | The following recipes require "Harvest Beast" monsters which are found rarely in tier 14+ maps and Kirac missions [ confirmation needed ].
Beastcrafting | Special beast recipes | The following recipes require The Black Mórrígan , which is found rarely in tier 14+ maps. In permanent leagues, it can be guaranteed to spawn using the legacy item Bestiary Scarab of the Shadowed Crow :
Beastcrafting (Ruthless) | Description | The table below displays the resulting crafts when sacrificing to the blood altar in Ruthless mode.
Beastcrafting (Ruthless) | Description | Ruthless bestiary recipes can also be seen on here.
Blight (game content) | Description | Blights are tower defence -like encounters that can spawn from Fungal Growths in any map area (as well as The Sewers and The Imperial Gardens in the campaign ), which will always be accompanied by Sister Cassia. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any non-unique map area.
Blight (game content) | Description | Blight encounters are also found in Blighted maps , which are a modified version of existing maps, which contains no regular monsters and instead contains a single Blight encounter. Blights in Blighted maps are far larger, spawn a significantly increased amount of enemies and bosses, and provide a greater quantity and variety of rewards. Players can trade Blighted maps. Atlas passives that affect Blight encounters in maps do not affect Blighted maps. There is also a pinnacle version of Blighted maps called Blight-ravaged maps.
Blight (game content) | Mechanics | Once players interact with the Fungal Growth, Cassia will place a purification pump on the growth, causing it to spawn roots in random directions. At the end of each root is a portal that spawns enemies that slowly move towards the core, only stopping to attack units in its way. The Blight can spawn up to 8 roots, increasing with zone level. Players will be given a short preparation time before the Blight starts spawning monsters. Players can skip this by pressing a button that appears on the bottom right during this preparation period.
